1;2281;
2;7984;
3;2281;
4;2851;
5;3422;
6;3992;
7;4562;
8;7414;
9;9124;
10;13117;
11;20531;
12;31937;
13;49617;
14;78702;
15;157975;
16;221849;
17;562891;
18;599961;
19;1134338;
20;1516442;
21;2915401;
22;2070208;
23;453963;
24;776755;
25;1179392;
26;2032568;
27;3269559;
28;5358588;
29;8692592;
30;14697336;
31;23262750;
32;43715607;
33;74149945;
34;122300817;
35;179585126;
36;307462957;
37;450291911;
38;728473116;
39;1146990471;
